num__Administrative,num__Administrative_Duration,num__Informational,num__Informational_Duration,num__ProductRelated,num__ProductRelated_Duration,num__BounceRates,num__ExitRates,num__PageValues,num__SpecialDay,num__OperatingSystems,num__Browser,num__Region,num__TrafficType,num__TotalPages,num__TotalDuration,num__AvgProductDuration,num__AvgAdministrativeDuration,num__AvgInformationalDuration,cat__Month_Aug,cat__Month_Dec,cat__Month_Feb,cat__Month_Jul,cat__Month_June,cat__Month_Mar,cat__Month_May,cat__Month_Nov,cat__Month_Oct,cat__Month_Sep,cat__VisitorType_New_Visitor,cat__VisitorType_Other,cat__VisitorType_Returning_Visitor,cat__Weekend_False,cat__Weekend_True
1.6892057908538007,1.8085660378575945,0.38174962190344947,-0.24301481087691262,0.220867870467156,0.04594421002161927,-0.4487027770524997,-0.8001916144934136,1.6655956834759162,-0.3118371666802689,-0.14355909496222302,-0.21437117369779018,0.7805706759450288,-0.511528731531705,0.342412863537477,0.12054264691479408,-0.4002339039284755,0.5084054100726983,-0.22557932504313738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.6994984116005257,-0.7216298499490704,-0.3978787630087615,-0.24301481087691262,-0.046899514079496045,-0.09972534617472355,-0.4487027770524997,-0.7397735058044257,1.495447743257988,-0.3118371666802689,-0.14355909496222302,-0.21437117369779018,1.617637351390088,-0.511528731531705,-0.10573894568078128,-0.1917695845851771,-0.1817204634929631,-0.7684806128121467,-0.22557932504313738,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.6994984116005257,-0.7216298499490704,-0.3978787630087615,-0.24301481087691262,-0.4262366421872531,-0.5625582280108747,-0.4487027770524997,-0.287445829039418,-0.3152644161076689,3.6891852977956128,-1.242940273951355,-0.7908294882076288,-0.8935626749450892,-0.511528731531705,-0.4685285055241332,-0.6145024449768374,-0.0785310240736494,-0.7684806128121467,-0.22557932504313738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.10232236098694408,-0.22453831992811457,-0.3978787630087615,-0.24301481087691262,-0.6047482318850211,-0.4301703078430678,-0.4487027770524997,-0.2795074566892345,-0.3152644161076689,-0.3118371666802689,-0.14355909496222302,-0.21437117369779018,1.617637351390088,-0.511528731531705,-0.5965718795864927,-0.45836589523498983,2.282120782200432,0.23496616352171976,-0.22557932504313738,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.6994984116005257,-0.7216298499490704,-0.3978787630087615,-0.24301481087691262,-0.3592947960505901,0.5731180498575645,-0.4487027770524997,-0.6097431916608628,-0.3152644161076689,-0.3118371666802689,2.0552032630160415,-0.21437117369779018,-0.4750293372225597,2.2207286725577737,-0.4045068184929535,0.4227783971225285,2.282120782200432,-0.7684806128121467,-0.22557932504313738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.7934417149334283,0.2688250236176841,-0.3978787630087615,-0.24301481087691262,-0.11384136021615907,0.04512481876795446,-0.2581126736954328,-0.5325221106721441,0.16877791517391208,-0.3118371666802689,-0.14355909496222302,1.5150037698317256,-0.8935626749450892,2.2207286725577737,-0.0630578209933281,0.010704106027819873,0.20848575263472174,0.03126646792594492,-0.22557932504313738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.5849698667741734,2.2205306433624616,-0.3978787630087615,-0.24301481087691262,-0.3592947960505901,0.8146617375991154,-0.4487027770524997,-0.6031759889733231,0.2564149319650354,-0.3118371666802689,-1.242940273951355,-0.7908294882076288,-0.4750293372225597,-0.2631416947962978,-0.16976063271196104,2.0878845183678068,2.282120782200432,2.3233897667665793,-0.22557932504313738,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.19626566431984674,0.2924368712936794,-0.3978787630087615,-0.24301481087691262,-0.5154924370361371,0.3291643868765393,-0.4487027770524997,-0.5375041137999595,-0.3152644161076689,-0.3118371666802689,-0.14355909496222302,-0.21437117369779018,-0.4750293372225597,-0.2631416947962978,-0.48986906786785983,0.2718072667495208,2.282120782200432,0.5962070030019117,-0.22557932504313738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.6892057908538007,0.8408945256692244,-0.3978787630087615,-0.24301481087691262,-0.5601203344605792,-0.8898327346505683,0.2882455857474073,-0.37496622112050587,-0.3152644161076689,-0.3118371666802689,-0.14355909496222302,-0.21437117369779018,-0.8935626749450892,-0.7599157682671122,-0.42584738083668006,-0.8027174250481424,-0.9870980424307348,0.020061312047831917,-0.22557932504313738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.19626566431984674,1.005763216873751,-0.3978787630087615,-0.24301481087691262,-0.49317848832391614,-0.7013956984881768,-0.4487027770524997,-0.7319939004678113,-0.3152644161076689,-0.3118371666802689,0.9558220840269092,-0.21437117369779018,-0.8935626749450892,-0.511528731531705,-0.4685285055241332,-0.6189257549259994,-0.2837793560025409,1.556171085694644,-0.22557932504313738,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
